mmsi,vessel_name,timestamp,latitude,longitude,sog,cog,heading
419000012,MV OCEAN PIONEER,2026-08-20 11:54:00+00:00,-18.254548,148.201731,14.24,145.2,145.2
419000012,MV OCEAN PIONEER,2026-08-20 12:00:00+00:00,-18.255757,148.207544,13.68,142.3,142.3
419000012,MV OCEAN PIONEER,2026-08-20 12:06:00+00:00,-18.261205,148.209113,13.91,143.0,143.0
419000012,MV OCEAN PIONEER,2026-08-20 12:12:00+00:00,-18.26638,148.211169,13.82,141.4,141.4
419000012,MV OCEAN PIONEER,2026-08-20 12:18:00+00:00,-18.270349,148.215949,13.31,144.6,144.6
419000012,MV OCEAN PIONEER,2026-08-20 12:24:00+00:00,-18.273381,148.219266,14.22,138.9,138.9
419000012,MV OCEAN PIONEER,2026-08-20 12:30:00+00:00,-18.279141,148.219642,12.99,139.5,139.5
419000012,MV OCEAN PIONEER,2026-08-20 12:36:00+00:00,-18.282445,148.224865,13.81,141.6,141.6
419000012,MV OCEAN PIONEER,2026-08-20 12:42:00+00:00,-18.286109,148.228964,13.81,143.8,143.8
419000012,MV OCEAN PIONEER,2026-08-20 12:48:00+00:00,-18.293483,148.231261,13.52,136.1,136.1
419000012,MV OCEAN PIONEER,2026-08-20 12:54:00+00:00,-18.294684,148.236524,13.6,146.2,146.2
419000012,MV OCEAN PIONEER,2026-08-20 13:00:00+00:00,-18.299411,148.238992,13.5,141.0,141.0
419000012,MV OCEAN PIONEER,2026-08-20 13:06:00+00:00,-18.301448,148.240774,13.84,145.0,145.0
419000012,MV OCEAN PIONEER,2026-08-20 13:12:00+00:00,-18.308135,148.24621,13.55,144.7,144.7
419000012,MV OCEAN PIONEER,2026-08-20 13:18:00+00:00,-18.311928,148.246871,13.77,141.0,141.0
419000012,MV OCEAN PIONEER,2026-08-20 13:24:00+00:00,-18.316245,148.251974,13.4,138.9,138.9
419000012,MV OCEAN PIONEER,2026-08-20 13:30:00+00:00,-18.318854,148.258086,14.24,138.5,138.5
419000012,MV OCEAN PIONEER,2026-08-20 13:36:00+00:00,-18.322853,148.258461,13.72,143.0,143.0
419000012,MV OCEAN PIONEER,2026-08-20 13:42:00+00:00,-18.327319,148.263204,14.07,141.3,141.3
419000012,MV OCEAN PIONEER,2026-08-20 13:48:00+00:00,-18.332039,148.264317,13.73,139.4,139.4
419000012,MV OCEAN PIONEER,2026-08-20 13:54:00+00:00,-18.333258,148.267555,12.94,142.0,142.0
